timestamp,value,mean,std,upper,lower,anomaly,severity
2026-05-05 18:39:39,54.9,50.579,14.201,93.182,7.977,0,0.3
2026-05-05 18:39:40,68.37,50.858,14.463,94.246,7.47,0,1.21
2026-05-05 18:39:40,69.76,50.838,14.436,94.145,7.531,0,1.31
2026-05-05 18:39:40,57.9,50.542,14.196,93.129,7.956,0,0.52
2026-05-05 18:39:41,41.18,50.189,14.292,93.065,7.314,0,0.63
2026-05-05 18:39:42,32.73,50.076,14.416,93.324,6.827,0,1.2
2026-05-05 18:39:42,37.39,50.269,14.204,92.881,7.658,0,0.91
2026-05-05 18:39:43,50.86,50.639,14.07,92.848,8.429,0,0.02
2026-05-05 18:39:43,64.47,50.94,14.265,93.735,8.146,0,0.95
2026-05-05 18:39:44,67.21,50.942,14.266,93.74,8.143,0,1.14
2026-05-05 18:39:44,56.54,50.62,14.026,92.698,8.542,0,0.42
2026-05-05 18:39:45,40.26,50.199,14.14,92.62,7.777,0,0.7
2026-05-05 18:39:45,29.97,49.934,14.439,93.252,6.615,0,1.38
2026-05-05 18:39:46,33.71,49.987,14.377,93.117,6.856,0,1.13
2026-05-05 18:39:46,48.63,50.287,14.251,93.039,7.534,0,0.12
2026-05-05 18:39:47,63.37,50.54,14.413,93.778,7.302,0,0.89
2026-05-05 18:39:47,67.12,50.474,14.332,93.47,7.478,0,1.16
2026-05-05 18:39:48,57.92,50.076,13.949,91.924,8.229,0,0.56
2026-05-05 18:39:48,42.61,49.598,13.951,91.45,7.745,0,0.5
2026-05-05 18:39:49,32.68,49.374,14.165,91.868,6.88,0,1.18
2026-05-05 18:39:49,35.86,49.614,13.87,91.223,8.005,0,0.99
2026-05-05 18:39:50,49.73,50.213,13.468,90.618,9.808,0,0.04
2026-05-05 18:39:50,64.71,50.819,13.696,91.907,9.73,0,1.01
2026-05-05 18:39:51,69.3,51.018,13.918,92.772,9.264,0,1.31
2026-05-05 18:39:51,60.16,50.619,13.472,91.035,10.203,0,0.71
2026-05-05 18:39:52,42.76,49.821,13.202,89.426,10.216,0,0.53
2026-05-05 18:39:52,30.51,49.162,13.648,90.107,8.218,0,1.37
2026-05-05 18:39:53,31.73,49.05,13.777,90.381,7.718,0,1.26
2026-05-05 18:39:53,44.8,49.533,13.359,89.611,9.455,0,0.35
2026-05-05 18:39:54,61.11,50.275,13.363,90.365,10.185,0,0.81
2026-05-05 18:39:54,68.96,50.744,13.758,92.018,9.47,0,1.32
2026-05-05 18:39:55,62.78,50.557,13.554,91.22,9.894,0,0.9
2026-05-05 18:39:55,47.61,49.819,13.083,89.069,10.569,0,0.17
2026-05-05 18:39:56,35.55,49.074,13.237,88.786,9.362,0,1.02
2026-05-05 18:39:56,34.84,48.863,13.411,89.096,8.629,0,1.05
2026-05-05 18:39:57,46.3,49.315,13.084,88.568,10.062,0,0.23
2026-05-05 18:39:57,62.24,50.143,13.09,89.413,10.874,0,0.92
2026-05-05 18:39:58,71.02,50.815,13.616,91.664,9.967,0,1.48
2026-05-05 18:39:58,65.3,50.843,13.645,91.777,9.909,0,1.06
2026-05-05 18:39:59,48.85,50.231,13.304,90.144,10.318,0,0.1
2026-05-05 18:39:59,33.05,49.448,13.598,90.242,8.654,0,1.21
2026-05-05 18:40:00,28.58,49.059,14.016,91.108,7.01,0,1.46
2026-05-05 18:40:00,37.57,49.312,13.735,90.517,8.107,0,0.85
2026-05-05 18:40:01,54.48,50.004,13.452,90.359,9.65,0,0.33
2026-05-05 18:40:01,67.46,50.632,13.807,92.054,9.21,0,1.22
2026-05-05 18:40:02,68.43,50.801,13.992,92.776,8.826,0,1.26
2026-05-05 18:40:02,56.09,50.433,13.7,91.532,9.334,0,0.41
2026-05-05 18:40:03,39.24,49.81,13.77,91.119,8.501,0,0.77
2026-05-05 18:40:04,29.87,49.386,14.176,91.913,6.859,0,1.38
2026-05-05 18:40:04,34.17,49.435,14.12,91.794,7.077,0,1.08
2026-05-05 18:40:05,49.07,49.876,13.894,91.556,8.195,0,0.06
2026-05-05 18:40:05,64.43,50.366,14.137,92.776,7.955,0,0.99
2026-05-05 18:40:06,69.93,50.54,14.343,93.569,7.511,0,1.35
2026-05-05 18:40:06,61.33,50.274,14.064,92.466,8.082,0,0.79
2026-05-05 18:40:07,44.57,49.754,13.977,91.685,7.823,0,0.37
2026-05-05 18:40:07,30.41,49.343,14.354,92.404,6.282,0,1.32
2026-05-05 18:40:08,29.24,49.3,14.411,92.533,6.067,0,1.39
2026-05-05 18:40:08,41.33,49.62,14.121,91.983,7.258,0,0.59
2026-05-05 18:40:09,58.37,50.073,14.176,92.602,7.543,0,0.59
2026-05-05 18:40:09,69.16,50.341,14.456,93.71,6.972,0,1.3
2026-05-05 18:40:10,66.83,50.27,14.37,93.379,7.161,0,1.15
2026-05-05 18:40:10,52.46,49.926,14.188,92.491,7.361,0,0.18
2026-05-05 18:40:11,35.51,49.523,14.419,92.779,6.267,0,0.97
2026-05-05 18:40:11,27.32,49.248,14.756,93.517,4.98,0,1.49
2026-05-05 18:40:12,33.92,49.218,14.787,93.579,4.856,0,1.03
2026-05-05 18:40:12,50.12,49.345,14.778,93.679,5.011,0,0.05
2026-05-05 18:40:13,64.45,49.419,14.847,93.96,4.877,0,1.01
2026-05-05 18:40:13,67.75,49.31,14.7,93.408,5.211,0,1.25
2026-05-05 18:40:14,57.92,49.064,14.49,92.534,5.593,0,0.61
2026-05-05 18:40:14,41.95,48.834,14.546,92.473,5.195,0,0.47
2026-05-05 18:40:15,32.34,48.81,14.573,92.528,5.092,0,1.13
2026-05-05 18:40:15,35.93,49.055,14.289,91.923,6.187,0,0.92
2026-05-05 18:40:16,49.51,49.453,14.129,91.841,7.065,0,0.0
2026-05-05 18:40:16,62.8,49.73,14.306,92.648,6.813,0,0.91
2026-05-05 18:40:17,66.11,49.685,14.252,92.442,6.929,0,1.15
2026-05-05 18:40:17,56.11,49.275,13.879,90.911,7.639,0,0.49
2026-05-05 18:40:18,41.06,48.774,13.895,90.458,7.089,0,0.56
2026-05-05 18:40:19,32.26,48.541,14.109,90.869,6.213,0,1.15
2026-05-05 18:40:19,36.53,48.763,13.864,90.355,7.171,0,0.88
2026-05-05 18:40:20,51.18,49.33,13.601,90.133,8.527,0,0.14
2026-05-05 18:40:20,66.72,49.918,13.954,91.781,8.056,0,1.2
2026-05-05 18:40:21,71.1,50.141,14.234,92.843,7.439,0,1.47
2026-05-05 18:40:21,61.09,49.846,13.909,91.573,8.119,0,0.81
2026-05-05 18:40:22,44.51,49.285,13.773,90.605,7.966,0,0.35
2026-05-05 18:40:22,32.53,48.884,14.077,91.114,6.654,0,1.16
2026-05-05 18:40:23,33.45,48.985,13.954,90.847,7.124,0,1.11
2026-05-05 18:40:23,46.11,49.548,13.479,89.984,9.112,0,0.26
2026-05-05 18:40:24,60.43,50.184,13.526,90.764,9.605,0,0.76
2026-05-05 18:40:24,65.83,50.433,13.741,91.657,9.209,0,1.12
2026-05-05 18:40:25,58.2,50.068,13.38,90.207,9.929,0,0.61
2026-05-05 18:40:25,43.43,49.288,13.058,88.462,10.114,0,0.45
2026-05-05 18:40:26,32.92,48.636,13.367,88.738,8.535,0,1.18
2026-05-05 18:40:26,35.66,48.641,13.362,88.728,8.555,0,0.97
2026-05-05 18:40:27,48.58,49.35,12.763,87.639,11.061,0,0.06
2026-05-05 18:40:27,63.26,50.328,12.667,88.329,12.327,0,1.02
2026-05-05 18:40:28,67.48,50.907,13.035,90.013,11.8,0,1.27
2026-05-05 18:40:28,58.29,50.701,12.868,89.305,12.098,0,0.59
2026-05-05 18:40:29,41.77,49.835,12.562,87.521,12.149,0,0.64
2026-05-05 18:40:29,31.17,48.944,12.901,87.647,10.24,0,1.38
2026-05-05 18:40:30,33.34,48.657,13.147,88.098,9.215,0,1.17
2026-05-05 18:40:30,47.37,49.158,12.797,87.55,10.765,0,0.14
2026-05-05 18:40:31,62.14,50.031,12.759,88.309,11.754,0,0.95
2026-05-05 18:40:31,66.82,50.608,13.109,89.936,11.281,0,1.24
2026-05-05 18:40:32,58.17,50.454,12.991,89.428,11.48,0,0.59
2026-05-05 18:40:32,42.86,49.679,12.725,87.854,11.504,0,0.54
2026-05-05 18:40:33,32.69,48.898,13.022,87.963,9.833,0,1.24
2026-05-05 18:40:33,35.43,48.711,13.173,88.229,9.192,0,1.01
2026-05-05 18:40:34,49.36,49.281,12.814,87.722,10.839,0,0.01
2026-05-05 18:40:34,63.89,50.193,12.847,88.735,11.65,0,1.07
2026-05-05 18:40:35,67.64,50.741,13.224,90.413,11.07,0,1.28
2026-05-05 18:40:35,57.89,50.447,12.961,89.329,11.565,0,0.57
2026-05-05 18:40:36,42.75,49.502,12.444,86.833,12.171,0,0.54
2026-05-05 18:40:36,32.93,48.563,12.595,86.349,10.778,0,1.24
2026-05-05 18:40:37,35.91,48.277,12.781,86.619,9.935,0,0.97
2026-05-05 18:40:37,49.92,48.856,12.443,86.186,11.527,0,0.09
2026-05-05 18:40:38,64.91,49.905,12.426,87.184,12.626,0,1.21
2026-05-05 18:40:38,68.21,50.642,12.828,89.126,12.157,0,1.37
2026-05-05 18:40:39,58.67,50.583,12.787,88.944,12.222,0,0.63
2026-05-05 18:40:39,42.09,49.792,12.551,87.446,12.137,0,0.61
2026-05-05 18:40:40,30.94,48.883,12.892,87.559,10.207,0,1.39
2026-05-05 18:40:40,32.16,48.507,13.206,88.125,8.89,0,1.24
2026-05-05 18:40:41,46.12,48.947,12.895,87.633,10.261,0,0.22
2026-05-05 18:40:41,64.24,49.9,12.934,88.703,11.097,0,1.11
2026-05-05 18:40:42,74.15,50.752,13.642,91.679,9.826,0,1.72
2026-05-05 18:40:42,68.9,50.94,13.851,92.492,9.389,0,1.3
2026-05-05 18:40:43,52.7,50.448,13.512,90.984,9.911,0,0.17
2026-05-05 18:40:44,35.91,49.702,13.675,90.728,8.675,0,1.01
2026-05-05 18:40:44,28.34,49.254,14.14,91.673,6.835,0,1.48
2026-05-05 18:40:45,35.48,49.398,13.976,91.326,7.469,0,1.0
2026-05-05 18:40:45,51.75,50.011,13.658,90.986,9.037,0,0.13
2026-05-05 18:40:46,66.08,50.635,13.948,92.478,8.792,0,1.11
2026-05-05 18:40:46,69.58,50.883,14.213,93.523,8.243,0,1.32
2026-05-05 18:40:47,59.03,50.623,13.989,92.591,8.655,0,0.6
2026-05-05 18:40:47,42.17,50.09,13.996,92.079,8.101,0,0.57
2026-05-05 18:40:48,31.15,49.7,14.351,92.754,6.645,0,1.29
2026-05-05 18:40:48,33.55,49.728,14.318,92.683,6.774,0,1.13
2026-05-05 18:40:49,46.77,50.106,14.084,92.357,7.856,0,0.24
